"idtournament","name","town","long_name","date_start","date_end","tour_count","tour_questions","tour_ques_per_tour","questions_total","type_name","main_payment_value","discounted_payment_value","discounted_payment_reason","date_requests_allowed_to","comment","site_url","main_payment_currency","discounted_payment_currency"
"4717","Кубок Иолая","","Благотворительный турнир Кубок Иолая","2018-01-19 18:00:00","2018-01-23 18:00:00","3","12","","36","Синхрон","360",NA,"","2018-01-22","","",NA,NA
"4681","Азовский бриз","","""Азовский бриз""","2018-01-18 20:30:00","2018-01-22 20:30:00","4","12","","48","Синхрон","6","0","Школьные команды","2018-01-22","","http://ab-chgk.livejournal.com/",NA,NA
"4343","Кубок Оливье","","Международный синхронный турнир ""Кубок Оливье 2018"" ","2017-12-29 19:00:00","2018-01-02 19:00:00","3","12","","36","Синхрон","4","2","Школьная или студенческая команда","2018-01-02","","",NA,NA
"4691","Кубок Дружбы народов. Эпилог.","","Синхронный турнир "" Кубок Дружбы народов. Эпилог"". ","2017-12-15 17:00:00","2017-12-19 17:00:00","4","10","","40","Синхрон","6",NA,"","2017-12-18","","",NA,NA
"4693","Посошок Арончика","","Синхронный турнир ""Посошок Арончика""","2017-12-15 14:00:00","2017-12-19 14:00:00","3","12","","36","Синхрон","0",NA,"","2017-12-19","Не подавалась заявка на лицензирование","",NA,NA
"4635","Синхрон Алхазова - Бороненко","","Синхронный турнир «Синхрон Алхазова — Бороненко»","2017-12-08 18:00:00","2017-12-12 18:00:00","3","12","","36","Синхрон","6",NA,"","2017-12-12","","",NA,NA
"4674","Ивантеллект Pale Ale","","Международный синхронный турнир «Ивантеллект Pale Ale»","2017-12-03 11:00:00","2017-12-07 11:00:00","3","12","","36","Синхрон","180","90","школьные и студенческие команды","2017-12-06","","",NA,NA
"4506","Серия Гран-при. 3 этап","","Серия Гран-при 2017/18. 3 этап (также известный как Гран-при Беларуси)","2017-11-24 20:00:00","2017-11-28 20:00:00","3","15","","45","Синхрон","8",NA,"","2017-11-28","","",NA,NA
"4403","Кубок Организаторов","","Синхронный турнир ""Кубок Организаторов""","2017-11-17 20:00:00","2017-11-21 20:00:00","3","12","","36","Синхрон","6",NA,"","2017-11-20","","",NA,NA
"4417","HMS Beagle","","HMS Beagle","2017-11-17 19:00:00","2017-11-21 19:00:00","3","12","","36","Синхрон","8",NA,"","2017-11-21","","",NA,NA
"4362","Осенний Синхронный Умлаут","","Международный синхронный турнир ""Осенний Синхронный Умлаут 2017"" ","2017-11-10 19:00:00","2017-11-14 19:00:00","3","12","","36","Синхрон","4","2","Студенческая команда, все игроки которой не старше 23 лет. ","2017-11-14","","http://umlaut-muenchen.de/%D1%81%D0%B8%D0%BD%D1%85%D1%80%D0%BE%D0%BD.html",NA,NA
"4531","10 лет на неизвестной земле","","Синхрон, посвящённый десятилетию команды Terra Incognita (Уфа)","2017-11-03 14:00:00","2017-11-07 14:00:00","3","12","","36","Синхрон","100","0","школьники","2017-11-06","","https://vk.com/club149443719",NA,NA
"4412","Синхрон-lite. Выпуск X","","Синхрон-lite. Выпуск X","2017-10-27 18:45:00","2017-10-31 18:45:00","3","12","","36","Синхрон","4","0","молодежные и школьные команды","2017-10-28","","",NA,NA
"4529","Синхрон 100-летия ВГУ","","Синхрон в честь 100-летней годовщины основания Воронежского государственного университета ","2017-10-20 19:00:00","2017-10-24 19:00:00","3","12","","36","Синхрон","300","120","для школьных команд","2017-10-24","","",NA,NA
"4505","Серия Гран-при. 2 этап","","Серия Гран-при 2017/18. 2 этап (также известный как Гран-при Казахстана)","2017-10-06 20:00:00","2017-10-10 20:00:00","3","15","","45","Синхрон","8",NA,"","2017-10-10","","",NA,NA
"4427","Жизнь и время Михаэля К.","","Жизнь и время Михаэля К.","2017-10-06 20:00:00","2017-10-10 20:00:00","3","12","","36","Синхрон","4","0"," Школьные команды играют бесплатно","2017-10-07","","",NA,NA
"4515","Римские вопросы","","Международный синхронный турнир «Римские вопросы»","2017-10-06 19:00:00","2017-10-10 19:00:00","3","12","","36","Синхрон","5","3","студенческий возраст и ниже","2017-10-10","","",NA,NA
"4406","Зеркало Эйлатиады","","Зеркало Эйлатиады 2017","2017-09-29 14:00:00","2017-10-03 14:00:00","3","15","","45","Синхрон","8",NA,"","2017-10-03","","",NA,NA
"4194","Синхрон Моносова","","Синхрон Моносова","2017-09-15 20:00:00","2017-09-19 20:00:00","3","12","","36","Синхрон","8","0","для школьных команд","2017-09-19","","",NA,NA
"4309","Синхрон-lite. Выпуск IX. Special edition","","Синхрон-lite. Выпуск IX. Special edition","2017-09-15 18:45:00","2017-09-19 18:45:00","3","12","","36","Синхрон","4","0","школьные и молодёжные команды.","2017-09-17","","",NA,NA
"4260","Блаженный Августинер","","Международный синхронный турнир ""Блаженный Августинер 2017""","2017-08-25 19:00:00","2017-08-29 19:00:00","3","14","","42","Синхрон","6","4","Студенческие и школьные команды, все участники которых младше 24 лет. ","2017-08-29","","",NA,NA
"4426","Посох Аарона","","Синхронный турнир ""Посох Аарона II""","2017-08-04 14:00:00","2017-08-08 14:00:00","3","12","","36","Синхрон","0",NA,"","2017-08-08","По решению оргкомитета были удалены результаты команды ""ААА Удачливые Пегасы"", набравшей 16 очков и делившей 2-3 место, в силу весьма веских подозрений в нарушении игровой этики и кодекса МАК.","",NA,NA
"4378","Другой Старый свет","","V Международный синхронный турнир ""Другой Старый свет""","2017-07-08 10:00:00","2017-07-11 23:00:00","3","12","","36","Синхрон","350",NA,"","2017-07-07","","",NA,NA
"4344","Серия Premier. Гала-турнир","","Серия Premier. Гала-турнир – 2017","2017-07-07 19:00:00","2017-07-11 19:00:00","4","11","","44","Синхрон","8","480","","2017-07-07","","",NA,NA
"4153","Девятый круг","","Открытый международный синхронный турнир ""Девятый круг - 2017""","2017-07-07 18:00:00","2017-07-10 23:45:00","3","12","","36","Синхрон","6",NA,"","2017-07-09","","",NA,NA
"4238","Белые ночи","Санкт-Петербург","XXVII международный фестиваль интеллектуальных игр «Белые ночи»","2017-07-01 14:00:00","2017-07-02 17:00:00","5","15","","75","Обычный","1800",NA,"","","","",NA,NA
"4370","Кубок Кайнозоя","","Первый Международный синхронный турнир ""Кубок Кайнозоя 2017"" ","2017-06-23 18:00:00","2017-06-27 18:00:00","3","12","","36","Синхрон","300",NA,"","2017-06-26","","",NA,NA
"4210","Критика практического разума","","Международный синхронный турнир ""Критика практического разума""","2017-06-16 19:00:00","2017-06-20 19:00:00","3","13","","39","Синхрон","7","0","школьные команды","2017-06-20","","",NA,NA
"4188","Годам урон","","Годам урон","2017-05-19 19:00:00","2017-05-23 19:00:00","3","12","","36","Синхрон","6","3","Наличие числа 30 в любом виде в названии команды","2017-05-22","","",NA,NA
